sample_idx,dataset,stage,image_id,base_dice,base_iou,failure70,failure80,severe50,sprc_cb_score,sprc_pp_r_score,sam_confidence_risk,mask_iou_disagreement,linear_sprc_score
125,Kvasir-SEG,stage1_id,cju85ia1slh220987y7c20sm2,0.9053716157958472,0.8271040920011709,0,0,0,0.5222222222222223,0.7044444444444445,-0.9765209555625916,0.0181679531859253,-0.120988322299593
126,Kvasir-SEG,stage1_id,cju85mpuglq8k0818d2it6hzb,0.9516952672601297,0.9078421927684778,0,0,0,0.5586111111111112,0.6699999999999999,-0.9661637544631958,0.0624385063991295,0.1519657621621669
127,Kvasir-SEG,stage1_id,cju87li0zn3yb0817kbwgjiz8,0.8653760881889094,0.7626986168549893,0,0,0,0.4498611111111111,0.6003703703703703,-0.9703603982925416,0.0296101806813848,0.7473307821257703
128,Kvasir-SEG,stage1_id,cju88k75inzyb0850ccv5x3vk,0.863528259156459,0.759832583708176,0,0,0,0.9866666666666666,0.9822222222222222,-0.7132640480995178,0.6597312701590985,3.791177400599021
129,Kvasir-SEG,stage1_id,cju88nroho44508500129f1nh,0.9029978064831204,0.8231504110199698,0,0,0,0.2216666666666666,0.2655555555555555,-0.98313170671463,0.0064032891233436,-0.3063812659200918
130,Kvasir-SEG,stage1_id,cju890guyoiti098753yg6cdu,0.699788549384259,0.5382113417420951,1,1,0,0.5169444444444444,0.4907407407407407,-0.9392082691192628,0.0028225689484219,-0.2984492408816367
131,Kvasir-SEG,stage1_id,cju8914beokbf0850isxpocrk,0.8928930366117065,0.8065101802622143,0,0,0,0.8075,0.8122222222222222,-0.9435513019561768,0.0756812131362179,0.086866765029148
132,Kvasir-SEG,stage1_id,cju8abobpqbir08189u01huru,0.2019298122723801,0.1123036317773643,1,1,1,0.8934722222222222,0.9024074074074074,-0.8990766406059265,0.1202012002765781,1.4413098793974743
133,Kvasir-SEG,stage1_id,cju8adb60qbiu080188mxpf8d,0.9438331480274617,0.8936401916654952,0,0,0,0.3197222222222221,0.4488888888888888,-0.9862743020057678,0.0046989407694174,-0.2555900148123723
134,Kvasir-SEG,stage1_id,cju8amfdtqi4x09871tygrgqe,0.9223204341335196,0.8558392154276104,0,0,0,0.6390277777777778,0.6512962962962963,-0.957158386707306,0.030405224615631,0.1000511345026762
135,Kvasir-SEG,stage1_id,cju8ando2qqdo0818ck7i1be1,0.9214416812892192,0.8543271748074447,0,0,0,0.5843055555555554,0.6042592592592592,-0.9662045240402222,0.0167514011436783,-0.1630250844462458
136,Kvasir-SEG,stage1_id,cju8b4ja9r2s808509d45ma86,0.9556629602726744,0.9150905540247832,0,0,0,0.54125,0.6153703703703703,-0.9636112451553344,0.0421266378154916,0.2069219665102628
137,Kvasir-SEG,stage1_id,cju8b5p40r2c60987ofa0mu03,0.8362490987059936,0.7185808387140686,0,0,0,0.705,0.7355555555555555,-0.95858895778656,0.0232148149145354,-0.1309574671440744
138,Kvasir-SEG,stage1_id,cju8bgdmqrksy0801tozdmraa,0.9241866734671847,0.8590585844904443,0,0,0,0.296111111111111,0.4540740740740741,-0.9912413954734802,0.0026017196902173,-0.2803722816743152
139,Kvasir-SEG,stage1_id,cju8bk8oirjhw0817hgkua2w8,0.9351449092812514,0.8781898282986659,0,0,0,0.6188888888888888,0.7425925925925925,-0.9296806454658508,0.0671531440272559,1.573434883449315
140,Kvasir-SEG,stage1_id,cju8bm24yrrdp081829mbo8ic,0.9291952222439928,0.8677540869692909,0,0,0,0.4334722222222222,0.6068518518518519,-0.9797505736351012,0.0122497961725115,-0.2373145142058218
141,Kvasir-SEG,stage1_id,cju8buos5rz9b08715lfr0f4f,0.2066221499499008,0.115213952232211,1,1,1,0.9706944444444444,0.969074074074074,-0.791054904460907,0.3145418489885134,2.3710049127147594
142,Kvasir-SEG,stage1_id,cju8bw697rwg308177tg8huas,0.8361437684805818,0.7184253053222922,0,0,0,0.8325,0.884074074074074,-0.9228572249412536,0.139644315210128,1.4840516462784366
143,Kvasir-SEG,stage1_id,cju8c5mxls96t0850wvkvsity,0.9408966324965962,0.8883898034566354,0,0,0,0.497361111111111,0.5468518518518518,-0.9658865928649902,0.0299948811740926,0.0201331506425161
144,Kvasir-SEG,stage1_id,cju8c82iosagu0817l74s4m5g,0.9018866400625613,0.8213055891733705,0,0,0,0.7549999999999999,0.812037037037037,-0.9541670680046082,0.0849688814394734,0.6558731649656031
145,Kvasir-SEG,stage1_id,cju8c9akjsdjj0850s67uzlxq,0.9577121823458684,0.9188557768058682,0,0,0,0.1438888888888888,0.2435185185185185,-1.0009769201278689,0.002244608296953,-0.3350389534750028
146,Kvasir-SEG,stage1_id,cju8cdeazsm8h0801jxifmzur,0.9660464578758852,0.9343228863951504,0,0,0,0.1474999999999999,0.2366666666666667,-0.9999544024467468,0.0019471208070572,-0.3164369952590539
147,Kvasir-SEG,stage1_id,cju8cgi2kspp308011nxdtjp6,0.9209546289011692,0.8534901808284527,0,0,0,0.2644444444444443,0.4174074074074074,-0.9858477711677552,0.0398649837650813,-0.1165066505489784
148,Kvasir-SEG,stage1_id,cju8chdlqsu620755azjty1tj,0.8994796703043852,0.8173221757322686,0,0,0,0.443611111111111,0.4655555555555555,-0.972339928150177,0.0049545585223186,-0.2576542295753817
149,Kvasir-SEG,stage1_id,cju8dk7eztzup08182yxko5zh,0.9216548047750244,0.8546936628977888,0,0,0,0.2749999999999999,0.3061111111111111,-0.9698275327682496,0.0038682951407876,-0.2381583671131339
150,CVC-ClinicDB,stage2_cross_site,100,0.9443353897925236,0.8945411077169684,0,0,0,0.6583333333333333,0.6585185185185186,-0.9586187601089478,0.027278572038946,-0.2611263881254956
151,CVC-ClinicDB,stage2_cross_site,105,0.9533744943581152,0.9109031733116872,0,0,0,0.5943055555555556,0.6346296296296297,-0.96575665473938,0.0528825068258285,0.1296957255025835
152,CVC-ClinicDB,stage2_cross_site,108,0.9700958144225996,0.9419282181854076,0,0,0,0.643888888888889,0.64,-0.949290931224823,0.0791150180594906,0.2429726863358525
153,CVC-ClinicDB,stage2_cross_site,111,0.9684626279148694,0.9388536509901226,0,0,0,0.63375,0.6383333333333333,-0.9481417536735536,0.064878582174412,0.2924988060538122
154,CVC-ClinicDB,stage2_cross_site,114,0.8821532821940327,0.789154065707236,0,0,0,0.6677777777777778,0.8037037037037037,-0.8808163404464722,0.1132207416688451,1.186371303736978
155,CVC-ClinicDB,stage2_cross_site,130,0.9705549820577248,0.9427943844905522,0,0,0,0.4044444444444445,0.4738888888888888,-0.9731757044792176,0.0224526773248581,-0.0962958688465093
156,CVC-ClinicDB,stage2_cross_site,131,0.9712602038352068,0.9441262090337644,0,0,0,0.1927777777777777,0.3112962962962962,-0.99076908826828,0.0034551263752313,-0.2562889158123489
157,CVC-ClinicDB,stage2_cross_site,132,0.9568009340339008,0.917179630666075,0,0,0,0.1379166666666666,0.217962962962963,-0.9910383224487304,0.0026098065357863,-0.2293177550831636
158,CVC-ClinicDB,stage2_cross_site,136,0.960402734991374,0.923821913847988,0,0,0,0.2030555555555555,0.3174074074074074,-0.983888566493988,0.0073592196161157,-0.2045945241289854
159,CVC-ClinicDB,stage2_cross_site,138,0.9292692040783832,0.867883138897264,0,0,0,0.4563888888888889,0.6494444444444445,-0.9771453738212584,0.0678533544994806,0.0680886938969192
160,CVC-ClinicDB,stage2_cross_site,144,0.9813859196461538,0.9634521440202862,0,0,0,0.2533333333333333,0.3698148148148148,-0.9904590845108032,0.0046260048795496,-0.2882200510087824
161,CVC-ClinicDB,stage2_cross_site,148,0.9767489818013214,0.9545546150746124,0,0,0,0.1766666666666666,0.2803703703703703,-0.9941814541816713,0.0030616808545838,-0.2939666024266426
162,CVC-ClinicDB,stage2_cross_site,149,0.9612972484321368,0.925478677110612,0,0,0,0.1397222222222221,0.2325925925925925,-0.9953067302703856,0.0032399837910876,-0.2887951320701745
163,CVC-ClinicDB,stage2_cross_site,152,0.9215043307175826,0.8544348920109648,0,0,0,0.7283333333333333,0.8107407407407408,-0.960801899433136,0.143295532035833,0.4152386490199054
164,CVC-ClinicDB,stage2_cross_site,155,0.9194366197185369,0.8508863399382123,0,0,0,0.8205555555555555,0.8162962962962963,-0.9343953728675842,0.0456173023354425,-0.0964770294321115
165,CVC-ClinicDB,stage2_cross_site,156,0.9476854433910232,0.9005723977106199,0,0,0,0.6336111111111111,0.6262962962962962,-0.951634645462036,0.0406224805582832,-0.1147578210039749
166,CVC-ClinicDB,stage2_cross_site,167,0.9717400659877036,0.9450334821430104,0,0,0,0.2708333333333333,0.4203703703703703,-0.9937069416046144,0.0055153102380222,-0.4081421502708709
167,CVC-ClinicDB,stage2_cross_site,171,0.9768071124855268,0.9546656592369576,0,0,0,0.136111111111111,0.2303703703703703,-0.9933244585990906,0.0026898274333823,-0.2596762849037405
168,CVC-ClinicDB,stage2_cross_site,172,0.9619664507557516,0.9267200000002344,0,0,0,0.1169444444444444,0.187037037037037,-0.9933291673660278,0.0032670180035819,-0.3072155996777239
169,CVC-ClinicDB,stage2_cross_site,173,0.8990611344265569,0.8166312976500695,0,0,0,0.5684722222222223,0.5690740740740742,-0.960420310497284,0.0646600596833809,-0.0322446766809
170,CVC-ClinicDB,stage2_cross_site,180,0.958557510542448,0.9204132923766534,0,0,0,0.6530555555555555,0.6359259259259259,-0.954697847366333,0.041599221658217,-0.1348448648294066
171,CVC-ClinicDB,stage2_cross_site,184,0.2858244937322633,0.1667416741678855,1,1,1,0.7991666666666666,0.7922222222222222,-0.9173611998558044,0.1279560742534841,0.4132715319396233
172,CVC-ClinicDB,stage2_cross_site,188,0.9436919288033344,0.8933870284019405,0,0,0,0.7627777777777778,0.8114814814814815,-0.9582719802856444,0.0963235449262283,0.2889371509151062
173,CVC-ClinicDB,stage2_cross_site,19,0.917128502615653,0.8469412158607897,0,0,0,0.7866666666666666,0.7925925925925926,-0.9449066519737244,0.0596114950053109,0.0618503081816779
174,CVC-ClinicDB,stage2_cross_site,190,0.9615269907546056,0.9259046524987768,0,0,0,0.7250000000000001,0.6837037037037037,-0.9287512898445128,0.0551422562336541,0.1034214560107419
175,CVC-ClinicDB,stage2_cross_site,192,0.9449507838135436,0.895646164478952,0,0,0,0.5322222222222222,0.4881481481481481,-0.9573089480400084,0.0125026170922246,-0.2713986304464714
176,CVC-ClinicDB,stage2_cross_site,193,0.946599916562481,0.8986138613865401,0,0,0,0.6013888888888889,0.5722222222222222,-0.955647587776184,0.0320876192665058,-0.1861977457359335
177,CVC-ClinicDB,stage2_cross_site,194,0.9644477265534714,0.9313365933171732,0,0,0,0.7236111111111111,0.7018518518518518,-0.9411370754241944,0.0519174142503304,0.0080024619610156
178,CVC-ClinicDB,stage2_cross_site,202,0.8357092306138554,0.7177839527618656,0,0,0,0.923888888888889,0.9214814814814816,-0.8685043454170227,0.2022589942128264,0.8700871967344197
179,CVC-ClinicDB,stage2_cross_site,203,0.8789961811239726,0.7841152423597739,0,0,0,0.8769444444444443,0.85,-0.8475344181060791,0.1739537783197183,0.5040925999559612
180,CVC-ClinicDB,stage2_cross_site,216,0.8163088122350097,0.6896298803883494,0,0,0,0.6293055555555556,0.6505555555555556,-0.9530463814735411,0.0766546949976993,0.2839960450468411
181,CVC-ClinicDB,stage2_cross_site,219,0.9236393736635692,0.8581133042811354,0,0,0,0.8748611111111111,0.8798148148148148,-0.9009268879890442,0.1419486551785908,0.5647334829536877
182,CVC-ClinicDB,stage2_cross_site,22,0.8008230639463343,0.6678105956421772,0,0,0,0.4772222222222222,0.6805555555555555,-0.949756681919098,0.0498269303761226,0.7249533008293338
183,CVC-ClinicDB,stage2_cross_site,225,0.9599133261105712,0.922916666666896,0,0,0,0.5061111111111112,0.4881481481481481,-0.9653995633125304,0.02572553196942,-0.2600005837026146
184,CVC-ClinicDB,stage2_cross_site,228,0.8648976129892979,0.7619555935100747,0,0,0,0.9083333333333332,0.8977777777777778,-0.865510106086731,0.1532010380580327,0.5986522084194237
185,CVC-ClinicDB,stage2_cross_site,229,0.8590438375275747,0.7529157261100894,0,0,0,0.9084722222222222,0.9009259259259258,-0.8732457160949707,0.154554011667615,0.6426770400171533
186,CVC-ClinicDB,stage2_cross_site,23,0.9718087379903788,0.9451633892423564,0,0,0,0.5877777777777777,0.6,-0.9542794227600098,0.0420374559382373,0.2562477003895239
187,CVC-ClinicDB,stage2_cross_site,230,0.8311110272900758,0.7110264932718994,0,0,0,0.8283333333333333,0.8355555555555555,-0.9400827288627625,0.1543350698410069,0.5046762600658674
188,CVC-ClinicDB,stage2_cross_site,231,0.8208328849672182,0.6961124292755262,0,0,0,0.8612500000000001,0.8638888888888889,-0.9204144477844238,0.1819015399272924,0.7846873879524644
189,CVC-ClinicDB,stage2_cross_site,234,0.8935067925397499,0.8075122255749623,0,0,0,0.8323611111111111,0.8268518518518518,-0.919432818889618,0.0915317118269571,0.2198166048822851
190,CVC-ClinicDB,stage2_cross_site,238,0.8028471078233914,0.670630387371653,0,0,0,0.7958333333333333,0.8062962962962962,-0.9428418278694152,0.1166997576931321,0.3691138573420046
191,CVC-ClinicDB,stage2_cross_site,242,0.8299610894942185,0.7093448619888542,0,0,0,0.8622222222222222,0.8555555555555556,-0.896548330783844,0.1339140638539944,0.6033547159490669
192,CVC-ClinicDB,stage2_cross_site,244,0.765818547037259,0.62050725620533,0,1,0,0.7994444444444444,0.8074074074074074,-0.9452731609344482,0.1495570871215559,0.4831172028116774
193,CVC-ClinicDB,stage2_cross_site,253,0.946857661230787,0.899078525641066,0,0,0,0.5772222222222223,0.5807407407407408,-0.9477670192718506,0.0358292696495394,0.0821744403889493
194,CVC-ClinicDB,stage2_cross_site,254,0.8499963484992605,0.7391249126818635,0,0,0,0.7743055555555556,0.7694444444444445,-0.9347991943359376,0.0646896749666927,0.3202133600370429
195,CVC-ClinicDB,stage2_cross_site,258,0.9707705174669274,0.9432012334875428,0,0,0,0.5927777777777777,0.6170370370370369,-0.9667849540710448,0.0327777232110568,-0.0405381926009243
196,CVC-ClinicDB,stage2_cross_site,261,0.8701066680679234,0.7700785936847091,0,0,0,0.7890277777777779,0.8401851851851853,-0.9508285522460938,0.1772824516470952,1.0112037983376256
197,CVC-ClinicDB,stage2_cross_site,263,0.6801983266192501,0.5153791969948273,1,1,0,0.7627777777777778,0.7807407407407406,-0.8718335628509521,0.0718304709761508,0.60992719545337
198,CVC-ClinicDB,stage2_cross_site,264,0.8825319970806766,0.7897604179942048,0,0,0,0.7305555555555555,0.805,-0.9452406764030457,0.1078766979379679,0.614897909120893
199,CVC-ClinicDB,stage2_cross_site,268,0.7431106249810495,0.5912299361826554,0,1,0,0.8608333333333333,0.9048148148148148,-0.9203101992607116,0.174252278346898,1.8115413554596007
200,CVC-ClinicDB,stage2_cross_site,277,0.8817679558011471,0.7885375494072494,0,0,0,0.7144444444444444,0.7074074074074074,-0.9456319212913512,0.0722221298155578,0.2871630882341505
201,CVC-ClinicDB,stage2_cross_site,279,0.9302676215606288,0.8696264975339336,0,0,0,0.8150000000000001,0.7977777777777778,-0.9149743914604188,0.0320102589418467,-0.1823315449916733
202,CVC-ClinicDB,stage2_cross_site,282,0.9462694168577206,0.8980183663608071,0,0,0,0.7648611111111112,0.7287037037037037,-0.905163586139679,0.0539391503972463,0.0699307886220686
203,CVC-ClinicDB,stage2_cross_site,283,0.9176623376624444,0.847852171826619,0,0,0,0.78875,0.759074074074074,-0.9103345274925232,0.1196189974446998,0.2874912668700863
204,CVC-ClinicDB,stage2_cross_site,288,0.9234221598879054,0.85773840541986,0,0,0,0.7731944444444444,0.7442592592592593,-0.920528531074524,0.1088290212863916,0.1689415033769084
205,CVC-ClinicDB,stage2_cross_site,292,0.2889279437634836,0.1688578471685749,1,1,1,0.9056944444444444,0.9046296296296296,-0.8917317390441895,0.3039482317289023,1.7209195147314025
206,CVC-ClinicDB,stage2_cross_site,293,0.8274209012466803,0.7056418642689952,0,0,0,0.9281944444444444,0.9235185185185184,-0.8653903603553772,0.1113547444164064,0.3352923742422231
207,CVC-ClinicDB,stage2_cross_site,299,0.9547596606975264,0.9134355275025144,0,0,0,0.2258333333333333,0.264074074074074,-0.9817997813224792,0.0051976131377898,-0.2861550496808054
208,CVC-ClinicDB,stage2_cross_site,3,0.4011895831102237,0.2509300532897909,1,1,1,0.8830555555555557,0.8981481481481483,-0.9296709299087524,0.5033737490015573,1.747219304572507
209,CVC-ClinicDB,stage2_cross_site,30,0.93623775381756,0.8801193661248404,0,0,0,0.8877777777777778,0.8762962962962962,-0.8701452612876892,0.1510151246619061,0.5862489126447741
210,CVC-ClinicDB,stage2_cross_site,301,0.9227712937671362,0.856615952051857,0,0,0,0.4605555555555556,0.6092592592592593,-0.9725130200386048,0.0600539525379465,0.2004005712697411
211,CVC-ClinicDB,stage2_cross_site,302,0.9452841764738996,0.8962453728187242,0,0,0,0.6526388888888889,0.659074074074074,-0.9481505155563354,0.079006327389372,0.0617736118261761
212,CVC-ClinicDB,stage2_cross_site,305,0.8966175017883651,0.8126080513708245,0,0,0,0.7404166666666667,0.8057407407407408,-0.9580720067024232,0.1209727567718952,0.502872523758718
213,CVC-ClinicDB,stage2_cross_site,312,0.9548436896952728,0.9135893648455422,0,0,0,0.4344444444444444,0.3888888888888889,-0.9622308015823364,0.005573505433686,-0.2587003098597858
214,CVC-ClinicDB,stage2_cross_site,317,0.9474578486472528,0.9001614305228486,0,0,0,0.7266666666666667,0.7487037037037036,-0.9476872682571412,0.1596608158448436,1.0741918157144716
215,CVC-ClinicDB,stage2_cross_site,32,0.9379138174319234,0.8830863566684894,0,0,0,0.7716666666666667,0.782962962962963,-0.9498429894447328,0.1296531138132046,0.3737992454569442
216,CVC-ClinicDB,stage2_cross_site,320,0.9221518307742702,0.8555489141266078,0,0,0,0.8647222222222222,0.8588888888888889,-0.9112235903739928,0.1320024326177277,0.3199534756421531
217,CVC-ClinicDB,stage2_cross_site,329,0.9175405673916354,0.8476442994088361,0,0,0,0.7211111111111111,0.6962962962962963,-0.94359028339386,0.0842185244718618,0.2468973081638574
218,CVC-ClinicDB,stage2_cross_site,346,0.9442551451547714,0.8943971081851423,0,0,0,0.2040277777777777,0.2242592592592592,-0.9817264676094056,0.0060300033462731,-0.2754192565845892
219,CVC-ClinicDB,stage2_cross_site,348,0.914509607769598,0.8424852161892933,0,0,0,0.3416666666666667,0.3681481481481481,-0.9538974761962892,0.0098320598979994,-0.1104470380778995
220,CVC-ClinicDB,stage2_cross_site,354,0.8399090392269245,0.7240027442911653,0,0,0,0.6231944444444444,0.6672222222222222,-0.9647632837295532,0.0324469134164515,0.1213576663088079
221,CVC-ClinicDB,stage2_cross_site,355,0.9456252307368042,0.8968587434975022,0,0,0,0.90375,0.8931481481481481,-0.8202481269836426,0.3276898654404075,1.7225812404582508
222,CVC-ClinicDB,stage2_cross_site,358,0.8734818882670433,0.775382019312107,0,0,0,0.2218055555555555,0.3268518518518519,-0.9836748242378236,0.0041004440726822,-0.350527045540591
223,CVC-ClinicDB,stage2_cross_site,362,0.8503660926060378,0.739684248295892,0,0,0,0.7872222222222223,0.8148148148148149,-0.948168396949768,0.0855973812989439,0.1245955156401128
224,CVC-ClinicDB,stage2_cross_site,363,0.8878264067676064,0.7982804232817574,0,0,0,0.6240277777777777,0.572037037037037,-0.9490478038787842,0.0256884887686905,-0.2152041170428862
225,CVC-ClinicDB,stage2_cross_site,365,0.9414771275237888,0.889425398358815,0,0,0,0.5808333333333333,0.5855555555555555,-0.9638887643814088,0.0364704896683196,-0.09571209207102
226,CVC-ClinicDB,stage2_cross_site,371,0.9230024213078788,0.8570143884904946,0,0,0,0.4380555555555555,0.4003703703703703,-0.9648931622505188,0.008081553747661,-0.2859562537588853
227,CVC-ClinicDB,stage2_cross_site,377,0.8895112016296092,0.8010087116010958,0,0,0,0.4290277777777777,0.4179629629629629,-0.9679954051971436,0.0200935871995699,-0.2969621118805296
228,CVC-ClinicDB,stage2_cross_site,378,0.9338842975208432,0.875968992248703,0,0,0,0.4852777777777777,0.47,-0.9665849804878236,0.0156694637480053,-0.242852487580189
229,CVC-ClinicDB,stage2_cross_site,379,0.9102025219720664,0.8352033660600616,0,0,0,0.6822222222222223,0.6533333333333333,-0.950337827205658,0.0517707533053755,-0.1208304582589678
230,CVC-ClinicDB,stage2_cross_site,385,0.7972876629858209,0.662908027504897,0,1,0,0.8676388888888888,0.8687037037037038,-0.8306804299354553,0.1168250117355155,1.226787817067582
231,CVC-ClinicDB,stage2_cross_site,388,0.8284194949018866,0.7070956637611163,0,0,0,0.8569444444444445,0.8640740740740741,-0.7677981853485107,0.1299363558104882,1.4430041922654315
232,CVC-ClinicDB,stage2_cross_site,392,0.938433950986289,0.8840090090091396,0,0,0,0.7125000000000001,0.6692592592592593,-0.9174646139144896,0.0583628696611162,0.1807580401360451
233,CVC-ClinicDB,stage2_cross_site,396,0.9796769613063632,0.9601635209185352,0,0,0,0.7058333333333333,0.715925925925926,-0.9569766521453856,0.0382137842506121,-0.068759543188432
234,CVC-ClinicDB,stage2_cross_site,4,0.3872654567826856,0.24012969673875,1,1,1,0.8934722222222222,0.9164814814814816,-0.928392767906189,0.5026395006783626,2.104763878847968
235,CVC-ClinicDB,stage2_cross_site,402,0.9732408325074424,0.9478764478764838,0,0,0,0.7075,0.6818518518518518,-0.94436514377594,0.0403387131789253,-0.1175365647055624
236,CVC-ClinicDB,stage2_cross_site,404,0.961892126812772,0.9265820553499676,0,0,0,0.6959722222222222,0.6642592592592592,-0.9392918348312378,0.0534066102881334,0.0412018744812424
237,CVC-ClinicDB,stage2_cross_site,405,0.9604468254873132,0.9239035087720132,0,0,0,0.6461111111111111,0.6281481481481482,-0.9494308829307556,0.0326442358876503,0.0081956902588644
238,CVC-ClinicDB,stage2_cross_site,406,0.9698944754810832,0.941548659234768,0,0,0,0.637361111111111,0.6061111111111112,-0.9504724740982056,0.0426518984352032,-0.0936377663546897
239,CVC-ClinicDB,stage2_cross_site,407,0.9802104092320618,0.9611888747500807,0,0,0,0.65625,0.629074074074074,-0.95131653547287,0.0620098602696914,-0.0049471588001316
240,CVC-ClinicDB,stage2_cross_site,410,0.952536633778999,0.9093746516554349,0,0,0,0.6554166666666668,0.6605555555555556,-0.9597662091255188,0.0512546726694368,0.0832558745890668
241,CVC-ClinicDB,stage2_cross_site,415,0.9628462209107496,0.9283543485289828,0,0,0,0.6490277777777778,0.6394444444444444,-0.9495832324028016,0.0527850490931716,0.1804469866595223
242,CVC-ClinicDB,stage2_cross_site,42,0.9231203671020662,0.8572177789434152,0,0,0,0.7525,0.7366666666666667,-0.9351465106010436,0.0517525568375321,-0.0920791896918975
243,CVC-ClinicDB,stage2_cross_site,426,0.9591316754994094,0.9214726329189058,0,0,0,0.6915277777777777,0.6738888888888889,-0.9506456851959229,0.0806123854455621,0.1784644541806508
244,CVC-ClinicDB,stage2_cross_site,428,0.8961509931591956,0.8118420070187323,0,0,0,0.8434722222222222,0.8498148148148149,-0.9301940202713012,0.1563978882109029,0.8885450993404974
245,CVC-ClinicDB,stage2_cross_site,429,0.9392859375977368,0.8855222824806819,0,0,0,0.7350000000000001,0.7214814814814816,-0.9330339431762696,0.0594039445390611,0.0681609381138242
246,CVC-ClinicDB,stage2_cross_site,43,0.9116901918205648,0.8377120053211877,0,0,0,0.8709722222222223,0.8553703703703704,-0.8833375573158264,0.1476594461820729,0.417328911982415
247,CVC-ClinicDB,stage2_cross_site,431,0.9219964136282712,0.8552813972832614,0,0,0,0.8169444444444445,0.7914814814814816,-0.8910584449768066,0.1171648398961227,0.2284126827875834
248,CVC-ClinicDB,stage2_cross_site,436,0.9526312243110622,0.9095470921256954,0,0,0,0.6891666666666667,0.7092592592592593,-0.9561010599136353,0.0415361154653344,-0.1212971820947072
249,CVC-ClinicDB,stage2_cross_site,448,0.9736821431377376,0.9487140232701337,0,0,0,0.5855555555555556,0.5451851851851851,-0.9526432156562804,0.0164997676025747,-0.166209028018281
250,CVC-ClinicDB,stage2_cross_site,449,0.9707614422977884,0.943184099578512,0,0,0,0.6719444444444445,0.6411111111111111,-0.9474451541900636,0.0305605584815954,-0.0858562320643832
251,CVC-ClinicDB,stage2_cross_site,46,0.9069640489745716,0.8297659817354027,0,0,0,0.7961111111111112,0.7933333333333334,-0.941743791103363,0.06691523383816,0.0468724176746937
252,CVC-ClinicDB,stage2_cross_site,460,0.8994165287817648,0.8172179142272239,0,0,0,0.7741666666666667,0.7625925925925926,-0.9408273100852966,0.0591770663370415,-0.0367643540375966
253,CVC-ClinicDB,stage2_cross_site,461,0.9436338049033822,0.8932828495303698,0,0,0,0.7802777777777778,0.784074074074074,-0.9444251656532288,0.0907214694254427,0.1196028280426709
254,CVC-ClinicDB,stage2_cross_site,465,0.9567184815854708,0.9170281124498658,0,0,0,0.7194444444444446,0.7407407407407408,-0.9578555226325988,0.0857430731061759,0.3796770473424391
255,CVC-ClinicDB,stage2_cross_site,479,0.9379039916674516,0.8830689356793291,0,0,0,0.4836111111111111,0.4855555555555555,-0.9682324528694152,0.0310830887593972,-0.0502802553634308
256,CVC-ClinicDB,stage2_cross_site,483,0.9526211493424714,0.9095287237702488,0,0,0,0.5459722222222222,0.5457407407407406,-0.954281210899353,0.0353763833189915,0.0318412920237055
257,CVC-ClinicDB,stage2_cross_site,488,0.9474146255816226,0.9000834028357797,0,0,0,0.196111111111111,0.2796296296296296,-0.9876887798309326,0.0080290233618163,-0.2662491307516897
258,CVC-ClinicDB,stage2_cross_site,494,0.9498401627434032,0.9044719946867918,0,0,0,0.4897222222222221,0.522037037037037,-0.969721794128418,0.0177519953721519,-0.0835694393723479
259,CVC-ClinicDB,stage2_cross_site,495,0.9415268927464192,0.8895142316741756,0,0,0,0.3116666666666666,0.4194444444444444,-0.979143500328064,0.0211133050333247,-0.1527152511764167
260,CVC-ClinicDB,stage2_cross_site,501,0.9590084643289122,0.9212452085027756,0,0,0,0.3059722222222222,0.3553703703703704,-0.9750438928604126,0.0114922509467163,-0.2125377567114111
261,CVC-ClinicDB,stage2_cross_site,509,0.9338437978560744,0.8758977305372911,0,0,0,0.7029166666666666,0.7446296296296296,-0.9603825807571412,0.0754877900102517,0.0826031212964118
262,CVC-ClinicDB,stage2_cross_site,510,0.958147739801562,0.9196579749408064,0,0,0,0.6222222222222222,0.7114814814814814,-0.9608007073402404,0.1039968399366663,0.3064880181556334
263,CVC-ClinicDB,stage2_cross_site,512,0.957691405333575,0.918817527010926,0,0,0,0.3622222222222221,0.3944444444444445,-0.977118968963623,0.0137176143500881,-0.2386524985745037
264,CVC-ClinicDB,stage2_cross_site,52,0.8539445629005653,0.7451162790721385,0,0,0,0.835,0.8348148148148148,-0.9337430596351624,0.0946721634865843,0.215481938601592
265,CVC-ClinicDB,stage2_cross_site,522,0.9630038652678332,0.928647497337688,0,0,0,0.5281944444444444,0.6938888888888889,-0.9720155596733092,0.0594104070377135,-0.0131084114287662
266,CVC-ClinicDB,stage2_cross_site,525,0.970420246110996,0.9425401407180746,0,0,0,0.4395833333333333,0.4742592592592592,-0.961799144744873,0.0446044866316797,0.4568818163882374
267,CVC-ClinicDB,stage2_cross_site,541,0.9173144876325818,0.8472584856399359,0,0,0,0.7966666666666666,0.7822222222222223,-0.9296402335166932,0.0769086532703789,0.0631607987636087
268,CVC-ClinicDB,stage2_cross_site,542,0.8960414354421783,0.8116621983916734,0,0,0,0.8558333333333333,0.8618518518518519,-0.930220663547516,0.1272003895035012,0.3295379511138498
269,CVC-ClinicDB,stage2_cross_site,543,0.9172340747465996,0.8471212968140049,0,0,0,0.7140277777777777,0.6927777777777777,-0.9451820850372314,0.0889338491225001,0.1235773220483353
270,CVC-ClinicDB,stage2_cross_site,545,0.8885769433234878,0.7994947900224195,0,0,0,0.7601388888888889,0.7438888888888888,-0.9406031966209412,0.1316581600434351,0.4956493314833796
