eval_group,set,target,method,n,pos,auprc,auroc,failure_rate,mean_dice,noise,diff_vs_sam_auprc,diff_ci_low,diff_ci_high,diff_p
noise=0.10,CVC-ClinicDB,failure,Prompt-pert. unc.,150,15,0.5340782437118721,0.8883950617283951,0.1,0.8588860658862597,0.1,,,,
noise=0.10,CVC-ClinicDB,failure,Mask IoU disag.,150,15,0.5794964513963418,0.894320987654321,0.1,0.8588860658862597,0.1,,,,
noise=0.10,CVC-ClinicDB,failure,SPRC no-conf top2,150,15,0.6081802725541228,0.9076543209876543,0.1,0.8588860658862597,0.1,,,,
noise=0.10,CVC-ColonDB,failure,SPRC-CB,150,4,0.4254081632653061,0.8818493150684932,0.02666666666666667,0.880234771947836,0.1,,,,
noise=0.10,CVC-ColonDB,failure,SAM IoU min,150,4,0.33878968253968256,0.8595890410958904,0.02666666666666667,0.880234771947836,0.1,,,,
noise=0.10,CVC-ColonDB,failure,Prompt-pert. unc.,150,4,0.17574189828862724,0.7893835616438356,0.02666666666666667,0.880234771947836,0.1,,,,
noise=0.10,CVC-ColonDB,failure,Mask IoU disag.,150,4,0.17722986748216107,0.785958904109589,0.02666666666666667,0.880234771947836,0.1,,,,
noise=0.10,CVC-ColonDB,failure,SPRC no-conf top2,150,4,0.22028911948266788,0.875,0.02666666666666667,0.880234771947836,0.1,,,,
noise=0.10,ETIS-Larib,failure,SPRC-CB,150,6,0.7148577148577149,0.9560185185185186,0.04,0.9031978580944247,0.1,,,,
noise=0.10,ETIS-Larib,failure,SAM IoU min,150,6,0.29059624585940375,0.9363425925925926,0.04,0.9031978580944247,0.1,,,,
noise=0.10,ETIS-Larib,failure,Prompt-pert. unc.,150,6,0.7803523035230353,0.8622685185185186,0.04,0.9031978580944247,0.1,,,,
noise=0.10,ETIS-Larib,failure,Mask IoU disag.,150,6,0.683130081300813,0.8599537037037038,0.04,0.9031978580944247,0.1,,,,
noise=0.10,ETIS-Larib,failure,SPRC no-conf top2,150,6,0.5472222222222222,0.8923611111111113,0.04,0.9031978580944247,0.1,,,,
noise=0.10,Kvasir-SEG,failure,SPRC-CB,75,10,0.7776290376290376,0.963076923076923,0.13333333333333333,0.8376325951501338,0.1,,,,
noise=0.10,Kvasir-SEG,failure,SAM IoU min,75,10,0.6699007936507936,0.943076923076923,0.13333333333333333,0.8376325951501338,0.1,,,,
noise=0.10,Kvasir-SEG,failure,Prompt-pert. unc.,75,10,0.7241791541791541,0.9338461538461538,0.13333333333333333,0.8376325951501338,0.1,,,,
noise=0.10,Kvasir-SEG,failure,Mask IoU disag.,75,10,0.7441791541791541,0.9353846153846153,0.13333333333333333,0.8376325951501338,0.1,,,,
noise=0.10,Kvasir-SEG,failure,SPRC no-conf top2,75,10,0.7492857142857142,0.9538461538461539,0.13333333333333333,0.8376325951501338,0.1,,,,
